DIVISION,DISTRICT,THANA/UPAZILA,EIIN,NAME OF THE SCHOOL,POST_OFFICE,LOCATION,MOBPHONE
CHITTAGONG,FENI,FENI SADAR,106597,GIBINDAPUR HIGH SCHOOL,HAZIR BAZAR,GOBINDAPUR,1819974681
CHITTAGONG,FENI,FENI SADAR,106570,HOKDI ADARSHA HIGH SCHOOL,APTAB BIBIR HAT,HOKDI,1819748193
CHITTAGONG,FENI,FENI SADAR,131302,HOLY CRESCENT INSTITUTE,FENI,"339, CHARIPUR",1715023389
CHITTAGONG,FENI,FENI SADAR,106560,IZZATPUR MULTILATERAL HIGH SCHOOL,IZZATPUR,IZZATPUR,1823651087
CHITTAGONG,FENI,FENI SADAR,106590,KALIDAHA S C HIGH SCHOOL,KALIDAHA,KALIDAHA,1819727136
CHITTAGONG,FENI,FENI SADAR,106598,KAZIRBAG HAZI DOST MD. HIGH SCHOOL,D. T. M.,KAZIRBAG,1816061333
CHITTAGONG,FENI,FENI SADAR,106599,KHAIARA HIGH SCHOOL,KHAIARA,FARHADNAGAR,1718557298
CHITTAGONG,FENI,FENI SADAR,106580,LAKSHMIARA  HIGH SCHOOL,LAKSHMIARA,LAKSHMIARA,1716365694
CHITTAGONG,FENI,FENI SADAR,106569,LASKAR HAT S C LAHA INSTITUTION,LASKAR HAT,MIDDLE LAXMIPUR,1816139487
CHITTAGONG,FENI,FENI SADAR,106565,LEMUA HIGH SCHOOL,LEMUA BAZAR,LEMUA,1816360462
CHITTAGONG,FENI,FENI SADAR,106572,MAHBUBUL HOQUE HIGH SCHOOL,FARHADNAGAR,FARHADNAGAR,1816059249
CHITTAGONG,FENI,FENI SADAR,130793,MANARAT RESIDENTIAL SCHOOL AND COLLEGE,FENI SADAR,348/1 RAJ TOWER,1817508132
CHITTAGONG,FENI,FENI SADAR,106607,MATHBARIA HIGH SCHOOL,JOYAR KACHAR,MATHBARIA,1726813030
CHITTAGONG,FENI,FENI SADAR,106555,MODHUAI  HIGH SCHOOL,MIAR BAZAR,MODHUAI,1822486954
CHITTAGONG,FENI,FENI SADAR,106559,MODHUPUR  HIGH  SCHOOL,FENI,MODHUPUR,1712267934
CHITTAGONG,FENI,FENI SADAR,106563,MOTOBI ADARSA HIGH SCHOOL,LASKAR HAT,MOTOBI,1715905014
CHITTAGONG,FENI,FENI SADAR,106567,PANCH GACHIA  GIRLS  HIGH SCHOOL,PANCH GACHIA BAZAR,WEST BIJOY SINGH,1818031888
CHITTAGONG,FENI,FENI SADAR,106595,PANCHGACHIA A.Z KHAN MEMORIAL HIGH SCHOOL,PANCHGACHIA,PANCHGACHIA,1813049645
CHITTAGONG,FENI,FENI SADAR,106611,PURBA KACHAR TOFAZZAL HOSSAIN HIGH SCHOOL,JOYAR KACHHAR,PURBA KACHAR,1824883498
CHITTAGONG,FENI,FENI SADAR,106589,RAMPUR GIRLS HIGH SCHOOL,FENI,RAMPUR     200,1816062598
CHITTAGONG,FENI,FENI SADAR,106610,RATANPUR HAZI SAYEDER RAHAMAN MEMORIAL HIGH SCHOOL,BIROLI BAZAR,RATANPUR,1818722809
CHITTAGONG,FENI,FENI SADAR,106609,RUHITA  HIGH SCHOOL,FAKIR HAT,05 NO KAZIRBAG,1814433682
CHITTAGONG,FENI,FENI SADAR,106586,S.M.S.U MAMTAJ BIRUTTAM HIGH SCHOOL,FENI,SHIBPUR ,1819866889
CHITTAGONG,FENI,FENI SADAR,106568,SARISHADI BALIKA BNIKETAN,SARISHADI,33 NORTH KHAN BARIR,1817513358
CHITTAGONG,FENI,FENI SADAR,106578,SHAHEEN ACADEMY FENI,FENI,216 SHA /A ROAD,1670417409
CHITTAGONG,FENI,FENI SADAR,106571,SHAMSUDDIN BHUIYAN HIGH SCHOOL,MD ALI  BAZAR,58 SUNDARUR,1748973893
CHITTAGONG,FENI,FENI SADAR,106594,SHARISHADI HIGH SCHOOL,SHARSHADI BAZAR,DAKSHIN KHANE  BARI,1818805401
CHITTAGONG,FENI,FENI SADAR,106575,SHEIKH MUJIBAL HOQUE HIGH SCHOOL,DHARMAPUR,RAMPUR,189645444
CHITTAGONG,FENI,FENI SADAR,106561,SHIBPUR R. B. HAT ALI AHMMED HIGH SCHOOL,SHIBPUR BHUIYAR HAT,SHIBPUR,1815919465
CHITTAGONG,FENI,FENI SADAR,106557,SONAPUR HIGH SCHOOL,FAKIR HAT,SONAPUR,1834042684
CHITTAGONG,FENI,FENI SADAR,106608,SUNDARPUR S R HIGH SCHOOL,APTAB BIBIR HAT,SUNDARPUR,1819108413
CHITTAGONG,FENI,FENI SADAR,106604,TULABARIA HIGH SCHOOL,FENI,TULABRIA,1843730604
CHITTAGONG,FENI,FENI SADAR,106576,WEST BEJOY SINGH HIGH SCHOOL,PANCH GACHIA,WEST BEJOY SHINGH,1712641187
CHITTAGONG,FENI,FULGAZI,106646,ANANDAPUR HIGH SCHOOL,HASNABAD,DAKSHIN ANANDAPUR,1716891021
CHITTAGONG,FENI,FULGAZI,106652,AZMERI BEGUM GIRLS HIGH SCHOOL,NUTAN MUNSHIRHAT,FATEH PUR,1817208728
CHITTAGONG,FENI,FULGAZI,106644,BANDUA DAULTPUR HIGH SCHOOL,ANANDAPUR,BANDUA ,1816436950
CHITTAGONG,FENI,FULGAZI,106649,BASANTA PUR HIGH SCHOOL,AMJADHAT,BASANTAPUR,1819084948
CHITTAGONG,FENI,FULGAZI,106645,BOKSHI SHAH HIGH SCHOOL,PURBA BASIKPUR,PURBA BASIKPUR,1711121783
CHITTAGONG,FENI,FULGAZI,106657,DHARMAPUR EDUCATIONAL ESTATE,AMJADHAT,SOUTH DHARMAPUR,1812727320
CHITTAGONG,FENI,FULGAZI,106655,FULGAZI MODEL PILOT HIGH SCHOOL,FULGAZI,BIJOYPUR,1716861716
CHITTAGONG,FENI,FULGAZI,106656,FULGAZI PILOT GIRLS HIGH SCHOOL,FULGAZI,UTTAR SREEPUR,1817403343
CHITTAGONG,FENI,FULGAZI,106647,G. M. HAT HIGH SCHOOL,G.M. HAT,SHARIFPUR,1818545966
CHITTAGONG,FENI,FULGAZI,106659,HAZI AMIR HOSSAIN HIGH SCHOOL,FULGAZI,GABTALA,1819548100
CHITTAGONG,FENI,FULGAZI,106661,ISLAMPUR HIGH SCHOOL,D.T.M,ISLAMPUR,1814908989
CHITTAGONG,FENI,FULGAZI,106648,JAGOTPUR HIGH SCHOOL,NUTAN MUNSHIR HAT,JAGOTPUR,1712735428
CHITTAGONG,FENI,FULGAZI,106654,KARAIYA KALIKAPUR HIGH SCHOOL,KALIKAPUR,KALIKAPUR,1819853472
CHITTAGONG,FENI,FULGAZI,106651,KHAJURIA MOMTAJUDDIN HIGH SHCOOL,BAKSH MAHMUD,KHAJURIA,1817069314
CHITTAGONG,FENI,FULGAZI,106653,NATUN BAZAR HIGH SCHOOL,NUTAN MUNSHIR HAT,BASANTAPUR,1816032056
CHITTAGONG,FENI,FULGAZI,106650,NILOKHI PRINCIPAL ABDUL MAZID HIGH SCHOOL,FULGAZI,NILAKHI,1924120936
CHITTAGONG,FENI,FULGAZI,106662,NOAPUR HIGH SCHOOL,KALIKAPUR,NOAPUR,1812073936
CHITTAGONG,FENI,FULGAZI,106658,PAITHRA HIGH SCHOOL,MUNSHIRHAT,POITHARA,1840752553
CHITTAGONG,FENI,FULGAZI,106687,RAHATAENNESSA GIRLS HIGH SCHOOL,G.M. HAT,NURPUR,1724697876
CHITTAGONG,FENI,FULGAZI,106660,ZAFAR IMAM  HIGH SCHOOL,AMJADHAT,UTTAR TARAKUCHIA,1818945613
CHITTAGONG,FENI,PARSHURAM,106675,BAKSHA  MAHMUD  HIGH   SCHOOL,BAKSHA MAHMUD,VILL: NORTH TALBARIA,1711124904
CHITTAGONG,FENI,PARSHURAM,106677,CHANDANA HIGH SCHOOL,SHALDHAR BAZAR,UTTAR CHANDANA,1718000594
CHITTAGONG,FENI,PARSHURAM,106679,CHANGAZI HIGH SCHOOL,GUTHUMA,SOUTH  GUTHUMA,1831614284
CHITTAGONG,FENI,PARSHURAM,106678,CHARGRAM SAMITY ADARSHA HIGH SCHOOL,DURGAPUR,DURGAPUR,1818489529
CHITTAGONG,FENI,PARSHURAM,106689,CHITHOLIA NASIR UDDIN HIGH SCHOOL,SALIA,CHITHALIA,1914485155
CHITTAGONG,FENI,PARSHURAM,106684,DHANIKUNDA HOSNE ARA HIGH SCHOOL,NOAPUR,UTTAR DHANIKUNDA,1819695688
CHITTAGONG,FENI,PARSHURAM,106685,GUTHUMA K B A AZIZ MODEL HIGH SCHOOL,GUTHUMA,NORTH GUTHUMA,1812383736
CHITTAGONG,FENI,PARSHURAM,106686,KALIKA PUR BASHARAT ULLAH HIGH SCHOOL,BATTALI BAZAR,UTTAR KAOTALA,1816018527
CHITTAGONG,FENI,PARSHURAM,106680,MIRZANAGAR TAUHID ACADEMY,SUBAR BAZAR,KALIKRISNANAGAR,1711713521
CHITTAGONG,FENI,PARSHURAM,106681,MODEL HIGH  SCHOOL,PARSHURAM,ANANTAPUR,1818020536
CHITTAGONG,FENI,PARSHURAM,106691,NARANIA MUNSHIR KHIL POJIR UDDIN AHMED CHOWDHURY HIGH SCHOOL,GUTHUMA,NARANIA,1813177860
CHITTAGONG,FENI,PARSHURAM,106683,PARASHURAM MODEL PILOT HIGH SCHOOL,PARSHURAM,NORTH KOLAPARA,1811618206
CHITTAGONG,FENI,PARSHURAM,106682,PARSHURAM PILOT GIRLS HIGH SCHOOL,PARSHURAM,KOLAPARA,1731960502
CHITTAGONG,FENI,PARSHURAM,106688,RAJOSHPUR  ALI ASZZAM  CHOWDHURY   HIGH SCHOOL,SHALDHAR BAZAR,DAKSHINRAJASPUR,1817679827
CHITTAGONG,FENI,PARSHURAM,106676,SHALDHER MOHAMMED ALI  HIGH  SCHOOL,SHALDHAR BAZAR,MALIPATAR,01817-230707
CHITTAGONG,FENI,SONAGAZI,106713,AHMEDPUR NUR  NABI HIGH SCHOOL,AHMEDPUR,AHMEDPUR,1813508393
CHITTAGONG,FENI,SONAGAZI,106725,AL-HAJ RAHIM ULLAH  HIGH SCHOOL,AHAMMAD PUR,AHAMEDPUR,1716544487
CHITTAGONG,FENI,SONAGAZI,106710,ALHELAL ACADEMY SONAGAZI,SONAGAZI,UTTAR CHAR CHANDIA,1712770596
CHITTAGONG,FENI,SONAGAZI,106721,AMIRABAD ANOWARA GIRLS HIGH SCHOOL,AHMEDPUR,AHMEDPUR,1830155039
CHITTAGONG,FENI,SONAGAZI,106709,AMIRABAD B.C. LAHA HIGH SCHOOL,NABABPUR,NABABPUR,1720153849
CHITTAGONG,FENI,SONAGAZI,135791,AZIZUL HAQUE MAIMUN ARA JUNIOR HIGH SCHOOL,BAHDDARHAT,PURBO CHAR CHANDIA,1611959573
CHITTAGONG,FENI,SONAGAZI,106715,BAKTER MUNSHI MOAZZAM HOSSAIN HIGH SCHOOL,BAKTER MUNSHI,MIRZAPUR,1819520684
CHITTAGONG,FENI,SONAGAZI,106705,BHOR BAZAR ADVOCATE BELAYET HOSSAIN HIGH SCHOOL,BHOR BAZAR,NAZIRPUR,1816243435
CHITTAGONG,FENI,SONAGAZI,106712,BISHNUPUR HIGH SCHOOL,KUTIR HAT,BISHNUPUR,1793651653
CHITTAGONG,FENI,SONAGAZI,106704,CHAR SHAHAVIKARI HIGH SCHOOL,KACHARI PUKUR,CHAR SAHAVIKARI.,1716429412
CHITTAGONG,FENI,SONAGAZI,106720,CHAR VOIRAB HAZI TOFAIL AHAMED HIGH SCHOOL,BHUA BAZAR,CHAR CHANDIA,1815091785
CHITTAGONG,FENI,SONAGAZI,106717,DASHER  HAT R.R. HIGH SCHOOL,SAMABAY BAZAR,CHAR SAHA VIKARE,181763677
CHITTAGONG,FENI,SONAGAZI,106727,KAZIRHAT MODEL HIGH SCHOOL,KAZIR HAT,BOGADANA,1735787713
CHITTAGONG,FENI,SONAGAZI,106706,MANGAL KANDI BOHU MUKHI HIGH SCHOOL,BAKTAR MUNSHI,MANGAL KANDI,1815582059
CHITTAGONG,FENI,SONAGAZI,106722,MOSHARROF HOSSAIN HIGH SCHOOL,SARAJPUR,AHMADPUR,1740903618
CHITTAGONG,FENI,SONAGAZI,106718,OLAMA BAZAR HAZI SEKANTAR MIA HIGH SCHOOL,SOWDAGAR HAT,CHAR CHANDIA,1727512682
CHITTAGONG,FENI,SONAGAZI,106714,OSMANIA HIGH SCHOOL,TAKIA BAZAR,PAIK PARA,1814319145
CHITTAGONG,FENI,SONAGAZI,106711,R.M.HAT.K HIGH SCHOOL,MOTIGONJ,SUJAPUR,1775219733
CHITTAGONG,FENI,SONAGAZI,131470,SHAHABER HAT AL-HAJ SOFIULLAH  HIGH SCHOOL,AHAMAD PUR,SAFARPUR,1818203073
CHITTAGONG,FENI,SONAGAZI,106716,SONAGAZI GIRLS PILOT HIGH SCHOOL,SONAGAZI,SONAGAZI COLLEGE ROAD,1821594495
CHITTAGONG,FENI,SONAGAZI,106708,SONAGAZI MD. SABER MODEL PILOT HIGH SCHOOL,SONAGAZI,7 NO. WARD,1816721343
CHITTAGONG,FENI,SONAGAZI,106707,SONAPUR HAZI M.S. HOQUE SCHOOL,SONAPUR BAZAR,SONAPUR,1835474266
CHITTAGONG,FENI,SONAGAZI,106724,TAHERA BEGUM GIRLS HIGH SCHOOL,MAMTAJ MIAR HAT,MAJUPUR,1717275310
CHITTAGONG,KHAGRACHHARI,DIGHINALA,106754,ANATH ASHRAM ABASHIK HIGH SCHOOL,DIGHINALA,DIGHINALA,1553759657
CHITTAGONG,KHAGRACHHARI,DIGHINALA,106749,BABUCHARA HIGH SCHOOL,BABUCHARA,BABUCHARA,1556772709
CHITTAGONG,KHAGRACHHARI,DIGHINALA,106762,BABUCHARA MUKH HIGH SCHOOL,BABUCHHARA,BABUCHARA,1556774204
CHITTAGONG,KHAGRACHHARI,DIGHINALA,106759,BANCHARA HIGH SCHOOL,DIGHINALA,PULIN HEAD MAN PARA,1553496403
CHITTAGONG,KHAGRACHHARI,DIGHINALA,106763,CHANGRA CHARI HIGH SCHOOL,MERUNG BAZAR,CHANGRA CHARI (MONER MANUSH),1819958606
CHITTAGONG,KHAGRACHHARI,DIGHINALA,135640,CHANGRACHARI SESDP MODEL HIGH SCHOOL,MERUNGBAZAR,CHANGRACHARI - LONGUDU ROAD,1552701443
CHITTAGONG,KHAGRACHHARI,DIGHINALA,106752,CHOTO MERUNG HIGH SCHOOL,MERUNG BAZAR,CHOTO MERUNG,1556636012
CHITTAGONG,KHAGRACHHARI,DIGHINALA,106751,DIGHINALA BARADAM HIGH SCHOOL,DIGHINALA,BARADAM,1835074092
CHITTAGONG,KHAGRACHHARI,DIGHINALA,106750,DIGHINALA GOVT. HIGH SCHOOL,DIGHINALA,THANA PARA,
CHITTAGONG,KHAGRACHHARI,DIGHINALA,106761,DIGHINALA MODEL GIRLS HIGH SCHOOL,DIGHINALA,UPZILLA SADAR ,1553766953
CHITTAGONG,KHAGRACHHARI,DIGHINALA,106755,HUTCHIN SON PUR HIGH SCHOOL,DIGHINALA,HUTCHIN SON PUR,1815100546
CHITTAGONG,KHAGRACHHARI,DIGHINALA,106756,PABLAKHALI SHANTIPUR HIGH SCHOOL,DIGHINALA,PABLAKHALI,1556706690
CHITTAGONG,KHAGRACHHARI,DIGHINALA,106753,RENGKARJA JR. HIGH SCHOOL,MERUNG,DANE ATARAKSARA,1552605351
CHITTAGONG,KHAGRACHHARI,DIGHINALA,106758,UDAL BAGAN HIGH SCHOOL,BABUCHHARA,UDAL BAGAN,1556636052
CHITTAGONG,KHAGRACHHARI,DIGHINALA,106757,UTTAR RENGKARJYA HIGH SCHOOL,DIGHINALA,JURAPANI CHARA,1878866238
CHITTAGONG,KHAGRACHHARI,KHAGRACHHARI SADAR,106771,A. P.BATTALION HIGH SCHOOL,KHAGRACHHARI,PANKHIYA PARA,1550605995
CHITTAGONG,KHAGRACHHARI,KHAGRACHHARI SADAR,106780,ITCHARI JUNIOR HIGH SCHOOL,KHAGRACHARI,BET CHARI MUKH,1836318672
CHITTAGONG,KHAGRACHHARI,KHAGRACHHARI SADAR,106774,KAMAL CHARI  HIGH SCHOOL,KHAGRACHARI,KAMAL CHARI,1820705725
CHITTAGONG,KHAGRACHHARI,KHAGRACHHARI SADAR,106779,KHAGRA CHARI MUNICIPAL MODEL HIGH SCHOOL,KHAGRACHARI,BATTALI,1556540012
CHITTAGONG,KHAGRACHHARI,KHAGRACHHARI SADAR,106768,KHAGRACHARI ADARSHA HIGH SCHOOL,KHAGRACHHARI,AGRICULTURE RESEARCH CENTER ROAD,1556459518
CHITTAGONG,KHAGRACHHARI,KHAGRACHHARI SADAR,106778,KHAGRACHARI COLLEGEIATE HIGH SCHOOL,KHAGRACHHARI,SHOBDOMIAPARA,1553493538
CHITTAGONG,KHAGRACHHARI,KHAGRACHHARI SADAR,106770,KHAGRACHARI GOVT. GIRLS HIGH SCHOOL,KHAGRACHARI,WAPDA ROAD,1820274419
CHITTAGONG,KHAGRACHHARI,KHAGRACHHARI SADAR,106772,KHAGRACHARI GOVT. HIGH SCHOOL,KHAGRACHARI,COLLECTORIATE ROAD,1556774152
CHITTAGONG,KHAGRACHHARI,KHAGRACHHARI SADAR,106781,MILLENIUM. BHAIBON CHARA HIGH SCHOOL,BHAIBONCHARA,BHAIBON CHARA,1556620155
CHITTAGONG,KHAGRACHHARI,KHAGRACHHARI SADAR,106773,MUNIGRAM HIGH SCHOOL,BHAIBON CHHARA,MUNIGRAM,1556567012
CHITTAGONG,KHAGRACHHARI,KHAGRACHHARI SADAR,106769,NATUN KURI CANTONMENT HIGH SCHOOL,KHAGRACHHARI,COURT ROAD,37161634
CHITTAGONG,KHAGRACHHARI,KHAGRACHHARI SADAR,106782,NUNCHARI  HIGH SCHOOL,KHAGRACHHARI,GOGRACHARI,1550605196
CHITTAGONG,KHAGRACHHARI,KHAGRACHHARI SADAR,106776,PANKHAIYA PARA HIGH SCHOOL,KHAGRACHARI,PANKHAIYA PARA,1550605408
CHITTAGONG,KHAGRACHHARI,KHAGRACHHARI SADAR,106783,PBM RESIDENTIAL JR. HIGH SCHOOL,KHAGRACHHARI,PILOT PARA,1724581117
CHITTAGONG,KHAGRACHHARI,KHAGRACHHARI SADAR,106775,PERACHARA  HGIH  SCHOOL,KHAGRACHHARI,04 NO PERACHHARA,1556704644
CHITTAGONG,KHAGRACHHARI,KHAGRACHHARI SADAR,106784,SHISHU KALYAN SHANGHA RESIDENTIAL JUNIOR HIGH SCHOOL,KHAGRACHHARI,KHABONGPARIA,1557091293
CHITTAGONG,KHAGRACHHARI,KHAGRACHHARI SADAR,106777,THAKUR CHARA HIGH SCHOOL,KHAGRACHHARI,GOLABARI/519 ,1820710573
CHITTAGONG,KHAGRACHHARI,LAKSHMICHHARI,106790,LAXMICHARI  HIGH SCHOOL,LAXMICHARI,"LAXMICHARI,ROAD NO-01",1553790849
CHITTAGONG,KHAGRACHHARI,MAHALCHHARI,136981,ARMED POLICE BATTALION IDEAL SCHOOL AND COLLEGE,MAHALCHHARI,MURAPARA,1872197695
CHITTAGONG,KHAGRACHHARI,MAHALCHHARI,133233,BIR SHRESTO MUNSHI ABDUR ROUF HIGH SCHOOL,MASCHHARI,MANIKCHARI MUSLIM PARA,1556603020
CHITTAGONG,KHAGRACHHARI,MAHALCHHARI,106803,KHULARAM PARA JUNIOR SCHOOL,MOHALCHARI,KHULARAMPARA/100,1557652787
CHITTAGONG,KHAGRACHHARI,MAHALCHHARI,106800,LEMUCHARI HIGH SCHOOL,MAHALCHHARI,LEMUCHARI,1556538618
CHITTAGONG,KHAGRACHHARI,MAHALCHHARI,106797,MAIS CHARI HIGH SCHOOL,MAISCHHARI,MAISCHARI,1849875024
CHITTAGONG,KHAGRACHHARI,MAHALCHHARI,106804,MOHAL CHARI ADARSHA GIRLS HIGH SCHOOL,MOHALCHARI,THALIPARA,1556628329
CHITTAGONG,KHAGRACHHARI,MAHALCHHARI,106796,MOHALCHARI PILOT HIGH SCHOOL,MAHALCHHARI,MAHALCHARI,1553211324
CHITTAGONG,KHAGRACHHARI,MAHALCHHARI,106801,SINDUKCHARI HIGH SCHOOL,MAHALCHHARI,SINDUKCHARI,1553248757
CHITTAGONG,KHAGRACHHARI,MAHALCHHARI,106799,SINGHINALA HIGH SCHOOL,MAHALCHHARI,MUBACHARI,1556563485
CHITTAGONG,KHAGRACHHARI,MAHALCHHARI,106798,ULTA CHARI HIGH SCHOOL,MAISCHHARI,ULTACHARI,1828902652
CHITTAGONG,KHAGRACHHARI,MANIKCHHARI,106814,"CLLEGIATE HIGH SCHOOL , MANICKCHARI  KHAGRA CHARI ",MANIKCHARI,GOCHABIL,1820729480
CHITTAGONG,KHAGRACHHARI,MANIKCHHARI,106813,DAINCHARI  HIGH SCHOOL,MANIKCHARI,DAIN CHARY,
CHITTAGONG,KHAGRACHHARI,MANIKCHHARI,106808,JUGGYACHOLA HIGH SCHOOL,MANIKCHARI,JUGGACHOLA,1814985624
CHITTAGONG,KHAGRACHHARI,MANIKCHHARI,106809,MANIK CHARI GIRLS HIGH SCHOOL,MANIKCHHAR,MANIKCHARI,1556643527
CHITTAGONG,KHAGRACHHARI,MANIKCHHARI,106810,RANI NEHAR DEVI GOVT. HIGH SCHOOL,MANIKCHARI,MANIKCHARI,1824458166
CHITTAGONG,KHAGRACHHARI,MANIKCHHARI,106812,TINTAHARI HIGH SCHOOL,MANIKCHARI,TINTAHARI,1553758672
CHITTAGONG,KHAGRACHHARI,MATIRANGA,106820,AMTALI  HIGH SCHOOL,RAMSHIRA,AMTALI,1869490778
CHITTAGONG,KHAGRACHHARI,MATIRANGA,106824,GOMOTI B K HIGH SCHOOL,GOMOTI,GOMOTI,1558701112
CHITTAGONG,KHAGRACHHARI,MATIRANGA,106819,GUIMARA HIGH SCHOOL,GUIMARA,GUIMARA,1553586335
CHITTAGONG,KHAGRACHHARI,MATIRANGA,106826,KHADA CHARA  HIGH SCHOOL,KHADACHARA,188 NO KHADACHARA,1553420272
CHITTAGONG,KHAGRACHHARI,MATIRANGA,106827,MATIRANGA GIRLS HIGH SCHOOL,MATIRANGA,MATIRANGA,1552703281
CHITTAGONG,KHAGRACHHARI,MATIRANGA,134314,MATIRANGA MUNICIPAL MODEL  SCHOOL,MATIRANGA,MATIRANGA,1557272396
CHITTAGONG,KHAGRACHHARI,MATIRANGA,106823,MATIRANGA PILOT HIGH SCHOOL,MATIRANGA,MUSLIM PARA,1740835951
CHITTAGONG,KHAGRACHHARI,MATIRANGA,106821,SANTIPUR HIGH SCHOOL,BELCHARI,SANTIPUR,1556703383
CHITTAGONG,KHAGRACHHARI,MATIRANGA,106818,TABAL CHARI KADAMTALI ALI HIGH SCHOOL,TABALCHARI,TABAL CHARI,1553123302
CHITTAGONG,KHAGRACHHARI,MATIRANGA,106822,TAINDONG HIGH SCHOOL,TAINDONG BAZAR,TAINDONG,1552411299
CHITTAGONG,KHAGRACHHARI,PANCHHARI,106840,LOGANG  HIGH  SCHOOL,PANCHARI,LOGANG,1872476416
CHITTAGONG,KHAGRACHHARI,PANCHHARI,106841,LOGANG BAZAR ADARSHA HIGH SCHOOL,PANCHARI, LOGANG,1832797966
CHITTAGONG,KHAGRACHHARI,PANCHHARI,106843,NALKATA JUNIOR HIGH SCHOOL,PANCHARI,NALKATA,1553789743
CHITTAGONG,KHAGRACHHARI,PANCHHARI,106842,PAN CHARI  GIRL'S HIGH SCHOOL,PANCHARI, BUS STAND AREA,1559060963
CHITTAGONG,KHAGRACHHARI,PANCHHARI,106847,PANCHARI BAZAR HIG SCHOOL ,PANCHHARI,"KOLONI PARA, PANCHARI SADAR & PANCHARI-LOGANG ROAD",
CHITTAGONG,KHAGRACHHARI,PANCHHARI,106839,PANCHARI HIGH SCHOOL,PANCHARI,PANCHARI,1553493542
CHITTAGONG,KHAGRACHHARI,PANCHHARI,106838,PUJGONG MUKH HIGH SCHOOL,PANCHARI,PUJGONG MUKH,1550552840
CHITTAGONG,KHAGRACHHARI,PANCHHARI,106844,ULTACHARI JUNIOR HIGH SCHOOL,PANCHARI,ULTACHARI,1556987444
CHITTAGONG,KHAGRACHHARI,RAMGARH,106852,CHOWDHURY PARA  HIGH SCHOOL,RAMGARH,CHOWDHURY PARA,1813083123
CHITTAGONG,KHAGRACHHARI,RAMGARH,106854,HAPH CHHARI HIGH SCHOOL,GUIMARA,JALIA PARA ,1552703565
CHITTAGONG,KHAGRACHHARI,RAMGARH,106848,RAMGARH GIRLS HIGH SCHOOL,RAMGARH,SUKENDRAIPARA,1820704991
CHITTAGONG,KHAGRACHHARI,RAMGARH,106849,RAMGARH GOVT HIGH SCHOOL,RAMGARH,RAMGARH,1851571212
CHITTAGONG,KHAGRACHHARI,RAMGARH,135014,SHAHEED LT MUSHFIQ HIGH SCHOOL,GUIMARA,JALIAPARA,1559407585
CHITTAGONG,LAKSHMIPUR,KAMALNAGAR,107128,CHAR JANGALIA S C HIGH SCHOOL,KARUNANAGAR,CHARJANGALIA,1715147096
CHITTAGONG,LAKSHMIPUR,KAMALNAGAR,107145,CHAR KALKINI IDEAL HIGH SCHOOL,CHARLAWRENCE,CHAR JANGALIA,1748920252
CHITTAGONG,LAKSHMIPUR,KAMALNAGAR,107119,CHAR LAWRANCE HIGH SCHOOL,LAWRANCE KHASERHAT,"CHAR LAWRANCE, WOARD NO-06",1717297926
CHITTAGONG,LAKSHMIPUR,KAMALNAGAR,134875,CHARBASU SESDP MODEL HIGH SCHOOL,KARUNANAGAR,CHAR BASU,1711963623
CHITTAGONG,LAKSHMIPUR,KAMALNAGAR,107135,FALKON HIGH SCHOOL,LUDHUHA FALKON,CHAR FALKON,1721468807
CHITTAGONG,LAKSHMIPUR,KAMALNAGAR,107121,HAZIR HAT MILLAT ACADEMY,HAZIRHAT,CHARJANGALIA,1710474542
CHITTAGONG,LAKSHMIPUR,KAMALNAGAR,107118,JAGOBANDHU HIGH SCHOOL,HAZIRHAT,HAZIRHAT,1721684755
CHITTAGONG,LAKSHMIPUR,KAMALNAGAR,107124,KADIR PONDITER HAT HIGH SCHOOL,CHAR JAGABANDHU,"CHAR LAWRANGH,HAZI ROAD",1717719916
CHITTAGONG,LAKSHMIPUR,KAMALNAGAR,107126,MOTIRHAT HIGH SCHOOL,MONSIGONJ,CHOR SHAMSUDDIN & AKRAM UDDIN ROAD,1718687709
CHITTAGONG,LAKSHMIPUR,KAMALNAGAR,107116,SOUTH CHAR MARTIN CHOWDHURY BAZAR JUNIOR HIGH SCHOOL,MUNSHIRHAT,CHAR MARTIN,1712486900
CHITTAGONG,LAKSHMIPUR,KAMALNAGAR,107141,TOAHA  SMRITI GIRLS HIGH SCHOOL,HAZIRHAT,CHAR JANGALIA,1712939469
CHITTAGONG,LAKSHMIPUR,KAMALNAGAR,107134,TORABGONJ HIGH SCHOOL,TORABGONJ,TORABGONJ,1710846824
CHITTAGONG,LAKSHMIPUR,KAMALNAGAR,107122,UDAYAN ADARSHA HIGH SCHOOL,TORABGONJ,TORAB GONJ,1716843108
CHITTAGONG,LAKSHMIPUR,LAKSHMIPUR SADAR,106926,ALHAZ IBRAHIM  MIA  GIRLS HIGH SCHOOL,CHANDRAGONJ,PASCHIM LATIFPUR,1791977595
CHITTAGONG,LAKSHMIPUR,LAKSHMIPUR SADAR,106868,AMANILAXMIPUR BEGUM HAMIDA HIGH SCHOOL,AMANI LAXMIPUR,AMANI LAXMIPUR,1712794199
CHITTAGONG,LAKSHMIPUR,LAKSHMIPUR SADAR,106879,BAISHMARA MODEL ACADEMY,LAXMIPUR,LAHAR KANDI,1765140907
